Outlet_ID,POI_ID,POI_Type,Distance_Meters,Base_Footfall,Decay_Weight,Footfall_Impact_Score
OUT_05170,POI_003205,place_of_worship,928.22,300,0.0083,2.5
OUT_05170,POI_005350,place_of_worship,862.42,300,0.016,4.81
OUT_05170,POI_010530,clinic,218.17,200,0.7676,153.53
OUT_05170,POI_010540,bus_stop,529.84,150,0.2102,31.53
OUT_05170,POI_010589,bus_stop,135.09,150,0.9036,135.54
OUT_05170,POI_010590,bus_stop,506.69,150,0.2402,36.03
OUT_05170,POI_010599,bus_stop,563.87,150,0.1709,25.64
OUT_05170,POI_011344,guest_house,495.55,50,0.2556,12.78
OUT_05170,POI_011524,guest_house,377.99,50,0.4521,22.61
OUT_05170,POI_013239,place_of_worship,365.72,300,0.4757,142.7
OUT_05170,POI_013469,school,872.67,1000,0.0145,14.54
OUT_05170,POI_013492,place_of_worship,499.93,300,0.2494,74.83
OUT_05170,POI_013597,place_of_worship,816.58,300,0.0246,7.38
OUT_05170,POI_021454,industrial,995.15,1000,0.0041,4.08
OUT_05170,POI_023016,place_of_worship,70.04,300,0.9731,291.93
OUT_05170,POI_023383,place_of_worship,739.64,300,0.0479,14.36
OUT_05170,POI_023822,hospital,317.69,5000,0.5708,2853.99
OUT_05170,POI_024714,clinic,388.23,200,0.4329,86.57
OUT_05170,POI_024854,place_of_worship,911.08,300,0.0099,2.98
OUT_05171,POI_006465,place_of_worship,628.4,300,0.1115,33.45
OUT_05171,POI_018337,industrial,199.31,1000,0.802,801.97
OUT_05171,POI_018365,place_of_worship,356.78,300,0.493,147.91
OUT_05171,POI_018366,school,631.91,1000,0.1088,108.78
OUT_05171,POI_018411,place_of_worship,950.26,300,0.0066,1.99
OUT_05171,POI_018412,school,915.07,1000,0.0095,9.54
OUT_05171,POI_018540,school,639.15,1000,0.1034,103.36
OUT_05171,POI_018542,school,473.4,1000,0.2879,287.94
OUT_05172,POI_002430,place_of_worship,868.47,300,0.0151,4.54
OUT_05172,POI_024959,place_of_worship,561.2,300,0.1738,52.15
OUT_05173,POI_018298,industrial,944.99,1000,0.007,7.01
OUT_05174,POI_016005,school,678.88,1000,0.0773,77.27
OUT_05175,POI_003534,place_of_worship,415.76,300,0.3828,114.83
OUT_05175,POI_017010,industrial,845.88,1000,0.0188,18.78
OUT_05176,POI_007516,school,726.68,1000,0.0532,53.2
OUT_05176,POI_007566,bus_stop,182.24,150,0.8315,124.73
OUT_05176,POI_009354,bus_stop,420.16,150,0.375,56.26
OUT_05176,POI_009355,bus_stop,748.94,150,0.0443,6.65
OUT_05176,POI_016092,industrial,326.38,1000,0.5533,553.33
OUT_05176,POI_024122,hospital,697.39,5000,0.0671,335.37
OUT_05177,POI_001464,place_of_worship,872.09,300,0.0146,4.39
OUT_05178,POI_001311,place_of_worship,572.17,300,0.1622,48.67
OUT_05178,POI_001431,bus_stop,229.12,150,0.747,112.05
OUT_05178,POI_003772,clinic,427.73,200,0.3619,72.38
OUT_05178,POI_009344,hotel,329.86,100,0.5464,54.64
OUT_05178,POI_016876,industrial,454.7,1000,0.3171,317.08
OUT_05178,POI_016877,industrial,840.69,1000,0.0197,19.71
OUT_05179,POI_012179,place_of_worship,884.38,300,0.013,3.89
OUT_05179,POI_024212,industrial,986.07,1000,0.0045,4.51
OUT_05180,POI_005967,place_of_worship,756.01,300,0.0418,12.53
OUT_05180,POI_011130,school,498.6,1000,0.2513,251.29
OUT_05180,POI_013484,station,936.1,25000,0.0077,192.18
OUT_05180,POI_017472,school,531.23,1000,0.2085,208.5
OUT_05180,POI_023731,industrial,916.46,1000,0.0094,9.41
OUT_05182,POI_001090,place_of_worship,895.2,300,0.0117,3.5
OUT_05182,POI_001094,bus_station,931.86,10000,0.008,80.33
OUT_05182,POI_002308,place_of_worship,832.14,300,0.0213,6.4
OUT_05182,POI_007470,school,502.77,1000,0.2455,245.54
OUT_05182,POI_016079,bus_station,911.56,10000,0.0099,98.89
OUT_05182,POI_016495,clinic,707.49,200,0.062,12.4
OUT_05183,POI_002850,station,735.2,25000,0.0496,1241.09
OUT_05185,POI_000054,school,942.85,1000,0.0072,7.16
OUT_05185,POI_000634,place_of_worship,452.67,300,0.3203,96.1
OUT_05185,POI_000636,hotel,346.23,100,0.5138,51.38
OUT_05185,POI_000637,school,826.31,1000,0.0225,22.52
OUT_05185,POI_000638,place_of_worship,976.51,300,0.005,1.5
OUT_05185,POI_002305,place_of_worship,969,300,0.0054,1.63
OUT_05185,POI_003175,place_of_worship,192.66,300,0.8137,244.1
OUT_05185,POI_003883,place_of_worship,773.59,300,0.036,10.8
OUT_05185,POI_003884,place_of_worship,741.35,300,0.0472,14.16
OUT_05185,POI_003885,college,750.49,2000,0.0438,87.52
OUT_05185,POI_007529,school,273.18,1000,0.6606,660.6
OUT_05185,POI_010616,hotel,270.68,100,0.6656,66.56
OUT_05185,POI_010884,place_of_worship,749.01,300,0.0443,13.29
OUT_05185,POI_010885,place_of_worship,637.82,300,0.1043,31.3
OUT_05185,POI_010886,place_of_worship,989.16,300,0.0044,1.31
OUT_05185,POI_010888,place_of_worship,439.67,300,0.3417,102.5
OUT_05185,POI_010889,place_of_worship,808.08,300,0.0266,7.97
OUT_05185,POI_010890,school,787.94,1000,0.0318,31.77
OUT_05185,POI_015124,school,894.5,1000,0.0117,11.74
OUT_05185,POI_016243,school,872.66,1000,0.0145,14.54
OUT_05185,POI_021894,apartments,461.68,500,0.306,153
OUT_05185,POI_025744,school,896.47,1000,0.0115,11.51
OUT_05185,POI_025745,school,783.84,1000,0.0329,32.93
OUT_05187,POI_009186,hotel,680.66,100,0.0762,7.62
OUT_05187,POI_011443,hotel,951.92,100,0.0065,0.65
OUT_05187,POI_011487,bus_stop,858.94,150,0.0166,2.49
OUT_05188,POI_001039,place_of_worship,815.14,300,0.0249,7.48
OUT_05188,POI_009493,place_of_worship,675.82,300,0.0791,23.72
OUT_05188,POI_018307,place_of_worship,666.26,300,0.0849,25.47
OUT_05189,POI_001604,school,967.51,1000,0.0055,5.51
OUT_05189,POI_001699,place_of_worship,883.23,300,0.0131,3.94
OUT_05189,POI_001700,place_of_worship,506.84,300,0.24,72
OUT_05189,POI_001726,hospital,780.43,5000,0.0339,169.6
OUT_05189,POI_001727,bus_station,323.23,10000,0.5597,5596.58
OUT_05189,POI_001730,bus_stop,439.76,150,0.3415,51.23
OUT_05189,POI_001732,bus_stop,296.12,150,0.6144,92.16
OUT_05189,POI_001772,marketplace,808.97,3000,0.0264,79.09
OUT_05189,POI_001792,marketplace,904.21,3000,0.0106,31.95
OUT_05189,POI_001793,bus_stop,908.73,150,0.0102,1.53
OUT_05189,POI_001795,marketplace,347.6,3000,0.5111,1533.21
OUT_05189,POI_001799,bus_stop,861.57,150,0.0162,2.43
OUT_05189,POI_003670,place_of_worship,125.38,300,0.9164,274.91
OUT_05189,POI_003671,place_of_worship,386.63,300,0.4359,130.76
OUT_05189,POI_014667,school,756.99,1000,0.0414,41.44
OUT_05189,POI_014668,hospital,754.96,5000,0.0422,210.77
OUT_05189,POI_015734,hospital,489.67,5000,0.2639,1319.61
OUT_05189,POI_015952,school,579.63,1000,0.1547,154.66
OUT_05189,POI_018257,apartments,512.78,500,0.2321,116.03
OUT_05189,POI_018281,industrial,931.97,1000,0.008,8.02
OUT_05189,POI_018293,apartments,489.44,500,0.2643,132.13
OUT_05189,POI_018294,apartments,500.97,500,0.248,124.01
OUT_05189,POI_018295,apartments,523.98,500,0.2176,108.78
OUT_05189,POI_022987,school,920.66,1000,0.009,9.01
OUT_05189,POI_023928,industrial,739.61,1000,0.0479,47.88
OUT_05190,POI_001070,place_of_worship,945.44,300,0.007,2.09
OUT_05190,POI_004695,school,868.15,1000,0.0152,15.19
OUT_05190,POI_007358,place_of_worship,969.19,300,0.0054,1.62
OUT_05190,POI_007361,place_of_worship,613.16,300,0.1239,37.16
OUT_05190,POI_007362,school,941.35,1000,0.0073,7.28
OUT_05190,POI_018359,place_of_worship,970.38,300,0.0053,1.6
OUT_05190,POI_025159,place_of_worship,641.56,300,0.1016,30.48
OUT_05190,POI_025713,school,837.01,1000,0.0204,20.4
OUT_05191,POI_009069,place_of_worship,621.42,300,0.117,35.11
OUT_05193,POI_024844,industrial,959.74,1000,0.006,5.99
OUT_05196,POI_001313,school,923.86,1000,0.0087,8.72
OUT_05196,POI_025685,school,421.44,1000,0.3728,372.8
OUT_05198,POI_000131,school,239.43,1000,0.7273,727.26
OUT_05198,POI_000132,school,219.59,1000,0.765,764.99
OUT_05198,POI_000149,school,477.23,1000,0.2822,282.16
OUT_05198,POI_000240,school,815.34,1000,0.0249,24.89
OUT_05198,POI_000241,school,855.54,1000,0.0171,17.14
OUT_05198,POI_000293,place_of_worship,412.13,300,0.3892,116.77
OUT_05198,POI_000361,school,273.89,1000,0.6592,659.18
OUT_05198,POI_000721,hospital,78.22,5000,0.9666,4832.91
OUT_05198,POI_000722,bus_station,510.74,10000,0.2348,2347.55
OUT_05198,POI_000723,place_of_worship,420.1,300,0.3751,112.54
OUT_05198,POI_000724,marketplace,170.21,3000,0.8513,2553.97
OUT_05198,POI_000725,place_of_worship,849.99,300,0.0181,5.42
OUT_05198,POI_000733,bus_station,187.61,10000,0.8224,8223.83
OUT_05198,POI_000844,hospital,903.21,5000,0.0108,53.79
OUT_05198,POI_000855,school,923.61,1000,0.0087,8.75
OUT_05198,POI_000856,school,484.04,1000,0.2721,272.08
OUT_05198,POI_000865,bus_stop,81.61,150,0.9637,144.55
OUT_05198,POI_000878,hospital,151.98,5000,0.8796,4397.86
OUT_05198,POI_000879,bus_stop,317.33,150,0.5715,85.73
OUT_05198,POI_000880,bus_station,373.5,10000,0.4607,4606.99
OUT_05198,POI_000885,place_of_worship,276.98,300,0.653,195.89
OUT_05198,POI_000919,place_of_worship,791.55,300,0.0308,9.23
OUT_05198,POI_001627,bus_stop,60.43,150,0.9799,146.99
OUT_05198,POI_001628,bus_stop,221.7,150,0.7611,114.16
OUT_05198,POI_001659,bus_stop,716.13,150,0.0579,8.68
OUT_05198,POI_001660,bus_stop,548.2,150,0.1883,28.25
OUT_05198,POI_001661,bus_stop,815.23,150,0.0249,3.74
OUT_05198,POI_001662,bus_stop,529.41,150,0.2108,31.61
OUT_05198,POI_001704,bus_station,257.48,10000,0.6919,6919.08
OUT_05198,POI_001705,bus_station,207.17,10000,0.7879,7878.62
OUT_05198,POI_001706,bus_station,249.54,10000,0.7076,7075.6
OUT_05198,POI_002242,school,270.4,1000,0.6662,666.18
OUT_05198,POI_002243,hospital,331.42,5000,0.5432,2716.11
OUT_05198,POI_003535,bus_station,241.42,10000,0.7234,7233.88
OUT_05198,POI_003675,place_of_worship,501.02,300,0.2479,74.38
OUT_05198,POI_003677,place_of_worship,550.13,300,0.1861,55.84
OUT_05198,POI_003805,place_of_worship,980.8,300,0.0048,1.43
OUT_05198,POI_009916,hotel,230.7,100,0.744,74.4
OUT_05198,POI_010882,place_of_worship,635.47,300,0.1061,31.83
OUT_05198,POI_013490,station,267.98,25000,0.671,16775.55
OUT_05198,POI_015947,college,448.11,2000,0.3277,655.44
OUT_05198,POI_017111,apartments,858.15,500,0.0167,8.36
OUT_05198,POI_021593,college,814.95,2000,0.025,49.96
OUT_05198,POI_021617,apartments,360.91,500,0.485,242.49
OUT_05198,POI_025571,apartments,932.25,500,0.008,4
OUT_05199,POI_017231,school,417.76,1000,0.3793,379.25
OUT_05199,POI_017239,place_of_worship,731.5,300,0.0512,15.35
OUT_05199,POI_017250,school,225.98,1000,0.753,752.99
OUT_05199,POI_017251,school,409.45,1000,0.394,394
OUT_05199,POI_017592,clinic,279.49,200,0.6479,129.59
OUT_05199,POI_018470,place_of_worship,383.47,300,0.4418,132.53
OUT_05201,POI_007044,school,733.08,1000,0.0505,50.51
OUT_05201,POI_007173,place_of_worship,874.78,300,0.0142,4.27
OUT_05201,POI_009506,place_of_worship,618.54,300,0.1194,35.81
OUT_05201,POI_021585,industrial,843.2,1000,0.0193,19.26
OUT_05201,POI_025683,apartments,592.34,500,0.1424,71.19
OUT_05201,POI_025684,apartments,588.44,500,0.1461,73.04
OUT_05202,POI_000627,hotel,510.26,100,0.2354,23.54
OUT_05202,POI_006261,college,448.57,2000,0.327,653.96
OUT_05202,POI_009591,station,652.61,25000,0.0938,2346.17
OUT_05202,POI_011779,guest_house,467.59,50,0.2968,14.84
OUT_05202,POI_011780,guest_house,300.32,50,0.6059,30.29
OUT_05202,POI_014508,guest_house,603.82,50,0.1319,6.6
OUT_05202,POI_015167,bus_stop,365.22,150,0.4766,71.49
OUT_05202,POI_015259,bus_stop,438.39,150,0.3438,51.57
OUT_05202,POI_015433,bus_stop,173.95,150,0.8453,126.79
OUT_05202,POI_015886,guest_house,630.85,50,0.1096,5.48
OUT_05202,POI_018325,industrial,736.43,1000,0.0491,49.15
OUT_05202,POI_025528,place_of_worship,601.56,300,0.1339,40.18
OUT_05202,POI_025757,hotel,213.36,100,0.7765,77.65
OUT_05202,POI_025838,hotel,336.32,100,0.5334,53.34
OUT_05203,POI_006246,place_of_worship,856.57,300,0.017,5.09
OUT_05203,POI_015735,place_of_worship,963.36,300,0.0058,1.73
OUT_05203,POI_018037,school,619.52,1000,0.1186,118.57
OUT_05203,POI_018038,school,674.61,1000,0.0798,79.79
OUT_05203,POI_018053,clinic,711.83,200,0.0599,11.98
OUT_05203,POI_018056,clinic,754.44,200,0.0423,8.47
OUT_05203,POI_018095,place_of_worship,816.47,300,0.0246,7.39
OUT_05203,POI_018097,place_of_worship,512,300,0.2331,69.93
OUT_05203,POI_018377,place_of_worship,404.4,300,0.4031,120.93
OUT_05203,POI_018378,place_of_worship,741.11,300,0.0473,14.19
OUT_05203,POI_023748,industrial,932.51,1000,0.008,7.98
OUT_05203,POI_023749,industrial,964.67,1000,0.0057,5.69
OUT_05203,POI_023750,industrial,906.35,1000,0.0104,10.42
OUT_05205,POI_000696,place_of_worship,691.55,300,0.0702,21.05
OUT_05205,POI_000697,hospital,936.12,5000,0.0077,38.43
OUT_05205,POI_001044,school,971.84,1000,0.0053,5.26
OUT_05205,POI_001045,bus_station,816.8,10000,0.0246,245.64
OUT_05205,POI_001046,school,339.63,1000,0.5268,526.85
OUT_05205,POI_004774,place_of_worship,526.32,300,0.2146,64.38
OUT_05205,POI_008410,place_of_worship,754.54,300,0.0423,12.69
OUT_05205,POI_018113,industrial,868.42,1000,0.0152,15.15
OUT_05205,POI_022716,place_of_worship,804.71,300,0.0274,8.22
OUT_05205,POI_023731,industrial,911.77,1000,0.0099,9.87
OUT_05205,POI_023735,industrial,905.84,1000,0.0105,10.48
OUT_05205,POI_023736,industrial,993.16,1000,0.0042,4.17
OUT_05206,POI_018525,place_of_worship,376.91,300,0.4542,136.26
OUT_05206,POI_018529,school,497.28,1000,0.2531,253.14
OUT_05206,POI_025812,industrial,515.71,1000,0.2282,228.2
OUT_05207,POI_002429,place_of_worship,738.31,300,0.0484,14.52
OUT_05207,POI_009126,place_of_worship,697.5,300,0.067,20.11
OUT_05209,POI_000123,school,803.16,1000,0.0278,27.77
OUT_05209,POI_003910,place_of_worship,265.76,300,0.6754,202.63
OUT_05209,POI_011149,school,567.81,1000,0.1668,166.77
OUT_05209,POI_019993,school,555.93,1000,0.1796,179.61
OUT_05209,POI_024023,industrial,584.37,1000,0.15,149.99
OUT_05210,POI_018525,place_of_worship,415.05,300,0.384,115.21
OUT_05210,POI_018529,school,536.51,1000,0.2021,202.07
OUT_05211,POI_001296,guest_house,894.79,50,0.0117,0.59
OUT_05211,POI_001298,hotel,453.77,100,0.3186,31.86
OUT_05211,POI_001300,bus_stop,741.28,150,0.0472,7.08
OUT_05211,POI_001301,marketplace,790.95,3000,0.0309,92.83
OUT_05211,POI_001302,school,933.9,1000,0.0079,7.86
OUT_05211,POI_002395,place_of_worship,816.82,300,0.0246,7.37
OUT_05211,POI_002398,hotel,957.97,100,0.0061,0.61
OUT_05211,POI_012144,place_of_worship,528.86,300,0.2114,63.43
OUT_05211,POI_018317,place_of_worship,527.78,300,0.2128,63.83
OUT_05211,POI_024229,place_of_worship,893.77,300,0.0118,3.55
OUT_05212,POI_003896,place_of_worship,827.44,300,0.0223,6.69
OUT_05212,POI_007506,bus_stop,954.24,150,0.0064,0.95
OUT_05212,POI_017145,place_of_worship,957.44,300,0.0061,1.84
OUT_05214,POI_000375,hospital,516.46,5000,0.2272,1136.08
OUT_05214,POI_001399,place_of_worship,541.62,300,0.196,58.8
OUT_05214,POI_001721,place_of_worship,586.7,300,0.1477,44.32
OUT_05214,POI_001722,place_of_worship,834.84,300,0.0208,6.24
OUT_05214,POI_003510,place_of_worship,665.78,300,0.0852,25.56
OUT_05214,POI_003511,bus_stop,752.14,150,0.0432,6.47
OUT_05214,POI_003512,place_of_worship,822.49,300,0.0233,7
OUT_05214,POI_003824,place_of_worship,476.4,300,0.2834,85.02
OUT_05214,POI_017004,bus_station,517.51,10000,0.2259,2258.51
OUT_05214,POI_020097,place_of_worship,961.78,300,0.0059,1.76
OUT_05214,POI_020421,hospital,731.16,5000,0.0513,256.53
OUT_05214,POI_020422,industrial,527.57,1000,0.213,213.04
OUT_05214,POI_024251,attraction,666.47,100,0.0848,8.48
OUT_05215,POI_001378,school,950.58,1000,0.0066,6.6
OUT_05215,POI_005897,hospital,597.09,5000,0.138,689.89
OUT_05215,POI_009936,station,593.56,25000,0.1412,3531.04
OUT_05215,POI_017312,place_of_worship,753.94,300,0.0425,12.75
OUT_05215,POI_017322,clinic,461.63,200,0.3061,61.22
OUT_05215,POI_017441,school,846.87,1000,0.0186,18.6
OUT_05215,POI_017442,school,880.49,1000,0.0135,13.47
OUT_05215,POI_017443,school,864.46,1000,0.0157,15.74
OUT_05215,POI_017444,school,909.32,1000,0.0101,10.12
OUT_05215,POI_017446,place_of_worship,531.79,300,0.2078,62.34
OUT_05215,POI_017453,place_of_worship,918.94,300,0.0092,2.75
OUT_05215,POI_017499,clinic,660.23,200,0.0888,17.75
OUT_05215,POI_017500,bus_station,587.34,10000,0.1471,1471.24
OUT_05215,POI_017848,place_of_worship,676.64,300,0.0786,23.58
OUT_05215,POI_017893,marketplace,720.89,3000,0.0557,167.21
OUT_05215,POI_017932,school,667.08,1000,0.0844,84.4
OUT_05215,POI_018027,school,948.53,1000,0.0067,6.75
OUT_05215,POI_018028,school,978.98,1000,0.0049,4.87
OUT_05215,POI_018029,school,891.55,1000,0.0121,12.08
OUT_05215,POI_018030,school,920.49,1000,0.009,9.03
OUT_05215,POI_018031,school,911.46,1000,0.0099,9.9
OUT_05215,POI_018032,place_of_worship,699.51,300,0.066,19.79
OUT_05215,POI_018033,place_of_worship,833.28,300,0.0211,6.34
OUT_05215,POI_018035,place_of_worship,736.7,300,0.049,14.71
OUT_05215,POI_018036,place_of_worship,723.15,300,0.0547,16.42
OUT_05215,POI_018041,place_of_worship,777.74,300,0.0347,10.42
OUT_05215,POI_018046,place_of_worship,508.36,300,0.2379,71.38
OUT_05215,POI_018060,school,812,1000,0.0257,25.65
OUT_05215,POI_018061,place_of_worship,787.38,300,0.0319,9.58
OUT_05215,POI_018062,school,788.72,1000,0.0316,31.56
OUT_05215,POI_018099,place_of_worship,884.37,300,0.013,3.89
OUT_05215,POI_018105,place_of_worship,993.37,300,0.0042,1.25
OUT_05215,POI_018396,place_of_worship,745.81,300,0.0455,13.65
OUT_05215,POI_018406,hospital,577.14,5000,0.1572,785.77
OUT_05215,POI_018413,place_of_worship,315.89,300,0.5744,172.33
OUT_05215,POI_018417,place_of_worship,817.21,300,0.0245,7.34
OUT_05215,POI_018428,place_of_worship,891.04,300,0.0121,3.64
OUT_05215,POI_018467,place_of_worship,685.53,300,0.0735,22.04
OUT_05215,POI_018468,bus_station,595.22,10000,0.1397,1396.98
OUT_05215,POI_018469,school,877.94,1000,0.0138,13.81
OUT_05215,POI_024056,marketplace,717.4,3000,0.0573,171.94
OUT_05215,POI_025911,industrial,924.18,1000,0.0087,8.69
OUT_05216,POI_000656,place_of_worship,592.23,300,0.1425,42.75
OUT_05216,POI_010491,place_of_worship,931.83,300,0.008,2.41
OUT_05216,POI_010728,hospital,749.35,5000,0.0442,220.87
OUT_05216,POI_017039,industrial,725.05,1000,0.0539,53.91
OUT_05216,POI_017040,marketplace,626.28,3000,0.1132,339.45
OUT_05216,POI_017191,place_of_worship,730.21,300,0.0517,15.51
OUT_05220,POI_000087,school,671.26,1000,0.0818,81.81
OUT_05220,POI_000088,bus_stop,743.89,150,0.0462,6.93
OUT_05220,POI_000090,place_of_worship,860.01,300,0.0164,4.93
OUT_05220,POI_000092,school,702.47,1000,0.0645,64.48
OUT_05220,POI_000093,bus_station,665.67,10000,0.0853,852.82
OUT_05220,POI_001085,school,786.6,1000,0.0321,32.15
OUT_05220,POI_001982,bus_stop,789.01,150,0.0315,4.72
OUT_05220,POI_001983,bus_stop,863.9,150,0.0158,2.37
OUT_05220,POI_001984,bus_stop,994.05,150,0.0041,0.62
OUT_05220,POI_001985,hospital,595.84,5000,0.1391,695.64
OUT_05220,POI_001986,bus_stop,680.82,150,0.0761,11.42
OUT_05220,POI_001987,place_of_worship,804.23,300,0.0275,8.25
OUT_05220,POI_002241,place_of_worship,979.63,300,0.0048,1.45
OUT_05220,POI_002328,place_of_worship,978.76,300,0.0049,1.46
OUT_05220,POI_002375,hospital,715.08,5000,0.0584,291.89
OUT_05220,POI_009982,school,932.98,1000,0.0079,7.94
OUT_05220,POI_012958,bus_stop,903.34,150,0.0107,1.61
OUT_05220,POI_014255,hospital,668.58,5000,0.0835,417.31
OUT_05220,POI_014260,clinic,602.17,200,0.1334,26.68
OUT_05220,POI_015964,marketplace,977.19,3000,0.005,14.9
OUT_05220,POI_017064,bus_station,850.2,10000,0.018,180.29
OUT_05220,POI_022268,industrial,890.84,1000,0.0122,12.17
OUT_05220,POI_022573,bus_station,843.73,10000,0.0192,191.61
OUT_05220,POI_024401,hospital,913.5,5000,0.0097,48.48
OUT_05220,POI_024459,school,972.3,1000,0.0052,5.24
OUT_05220,POI_025130,place_of_worship,385.15,300,0.4386,131.59
OUT_05220,POI_025132,bus_station,695.41,10000,0.0681,681.09
OUT_05220,POI_025133,bus_station,680.58,10000,0.0763,762.83
OUT_05220,POI_025135,clinic,612.34,200,0.1245,24.91
OUT_05220,POI_025136,clinic,512.41,200,0.2325,46.51
OUT_05220,POI_025137,clinic,422.67,200,0.3707,74.13
OUT_05221,POI_001055,place_of_worship,828.15,300,0.0221,6.64
OUT_05221,POI_001056,place_of_worship,446.49,300,0.3304,99.11
OUT_05221,POI_002153,bus_stop,621.82,150,0.1167,17.51
OUT_05221,POI_002154,bus_stop,630.82,150,0.1096,16.44
OUT_05221,POI_005288,bus_stop,779.82,150,0.0341,5.11
OUT_05221,POI_010353,bus_stop,417.01,150,0.3806,57.09
OUT_05222,POI_005021,place_of_worship,863.6,300,0.0159,4.76
OUT_05222,POI_018493,school,655.66,1000,0.0918,91.78
OUT_05222,POI_018512,place_of_worship,919.12,300,0.0092,2.75
OUT_05222,POI_018513,school,487.91,1000,0.2665,266.46
OUT_05223,POI_000866,hotel,873.1,100,0.0145,1.45
OUT_05223,POI_001702,marketplace,133.07,3000,0.9063,2718.91
OUT_05223,POI_001773,place_of_worship,901.53,300,0.0109,3.28
OUT_05223,POI_003515,place_of_worship,201.33,300,0.7984,239.51
OUT_05223,POI_005311,place_of_worship,654.35,300,0.0927,27.8
OUT_05223,POI_008181,place_of_worship,173.7,300,0.8457,253.7
OUT_05223,POI_015278,clinic,396.02,200,0.4184,83.68
OUT_05223,POI_015289,place_of_worship,694.84,300,0.0684,20.52
OUT_05223,POI_019264,place_of_worship,610.78,300,0.1259,37.76
OUT_05223,POI_021689,apartments,736.81,500,0.049,24.5
OUT_05223,POI_021959,place_of_worship,610.05,300,0.1265,37.95
OUT_05223,POI_021960,place_of_worship,411.37,300,0.3906,117.17
OUT_05223,POI_021990,place_of_worship,261.3,300,0.6843,205.3
OUT_05223,POI_022025,place_of_worship,880.74,300,0.0134,4.03
OUT_05223,POI_022027,place_of_worship,685.96,300,0.0732,21.97
OUT_05223,POI_022028,place_of_worship,598.86,300,0.1364,40.91
OUT_05223,POI_022040,school,977.65,1000,0.0049,4.94
OUT_05223,POI_022041,school,910.27,1000,0.01,10.02
OUT_05223,POI_022070,industrial,829.27,1000,0.0219,21.92
OUT_05223,POI_022072,industrial,989.8,1000,0.0043,4.33
OUT_05223,POI_022074,industrial,636.97,1000,0.105,104.97
OUT_05223,POI_022075,place_of_worship,718.87,300,0.0566,16.99
OUT_05223,POI_022079,place_of_worship,211.01,300,0.7809,234.26
OUT_05223,POI_022080,school,220.18,1000,0.7639,763.89
OUT_05223,POI_022081,clinic,170.98,200,0.8501,170.02
OUT_05223,POI_022082,school,232.34,1000,0.7409,740.89
OUT_05223,POI_022083,industrial,117.92,1000,0.9257,925.66
OUT_05223,POI_022084,industrial,166.36,1000,0.8575,857.49
OUT_05223,POI_022085,school,259.78,1000,0.6873,687.34
OUT_05223,POI_022086,clinic,330.62,200,0.5448,108.97
OUT_05223,POI_022087,industrial,708.79,1000,0.0614,61.36
OUT_05223,POI_022088,industrial,691.07,1000,0.0704,70.42
OUT_05223,POI_022089,industrial,867.94,1000,0.0152,15.22
OUT_05223,POI_022090,industrial,899.27,1000,0.0112,11.19
OUT_05223,POI_022157,industrial,700.66,1000,0.0654,65.39
OUT_05224,POI_023744,industrial,660.28,1000,0.0887,88.74
OUT_05224,POI_023745,industrial,685.16,1000,0.0737,73.68
OUT_05225,POI_010727,place_of_worship,926.72,300,0.0085,2.54
OUT_05225,POI_012926,place_of_worship,895.31,300,0.0116,3.49
OUT_05227,POI_003781,place_of_worship,736.58,300,0.0491,14.73
OUT_05227,POI_006165,place_of_worship,760.9,300,0.0401,12.03
OUT_05227,POI_021888,school,914.41,1000,0.0096,9.61
OUT_05229,POI_000081,station,415.94,25000,0.3825,9561.33
OUT_05229,POI_000649,place_of_worship,509.16,300,0.2369,71.06
OUT_05229,POI_000651,school,774.48,1000,0.0357,35.71
OUT_05229,POI_022067,place_of_worship,723.23,300,0.0547,16.41
OUT_05230,POI_005792,school,876.45,1000,0.014,14.02
OUT_05230,POI_005795,school,538.87,1000,0.1992,199.24
OUT_05230,POI_008764,school,548.66,1000,0.1878,187.8
OUT_05230,POI_018304,industrial,75.28,1000,0.969,969.01
OUT_05231,POI_012937,school,177.76,1000,0.839,839
OUT_05233,POI_000180,college,539.06,2000,0.199,398.04
OUT_05233,POI_000246,place_of_worship,428.1,300,0.3613,108.38
OUT_05233,POI_000284,school,170.37,1000,0.8511,851.07
OUT_05233,POI_000285,school,561.99,1000,0.173,172.97
OUT_05233,POI_004922,school,587.27,1000,0.1472,147.18
OUT_05233,POI_006167,guest_house,646.39,50,0.0982,4.91
OUT_05233,POI_010920,school,986.61,1000,0.0045,4.48
OUT_05233,POI_010921,school,980.93,1000,0.0048,4.77
OUT_05233,POI_012420,hospital,804.15,5000,0.0275,137.64
OUT_05233,POI_015193,bus_stop,496.84,150,0.2538,38.06
OUT_05233,POI_024134,place_of_worship,219.81,300,0.7646,229.38
OUT_05233,POI_024663,place_of_worship,936.94,300,0.0076,2.29
OUT_05236,POI_005117,bus_stop,877.51,150,0.0139,2.08
OUT_05236,POI_018296,school,292.43,1000,0.6218,621.83
OUT_05236,POI_024218,place_of_worship,917.3,300,0.0093,2.8
OUT_05238,POI_003672,place_of_worship,244.51,300,0.7174,215.21
OUT_05238,POI_003673,hotel,144.67,100,0.8902,89.02
OUT_05238,POI_003674,place_of_worship,495.85,300,0.2551,76.54
OUT_05238,POI_003681,place_of_worship,642.27,300,0.1011,30.33
OUT_05238,POI_008779,school,195.97,1000,0.8079,807.86
